,currentThrust,sent_time_ns,recv_time_ns,latency,currentTimestep,currentTime,totalTimestepsRun,versions,drag,currentMassFlowRate,currentOxidiserMass,currentFuelMass,currentRocketTotalMass,netThrust,currentAcceleration,currentVelocityDelta,currentVelocity,currentAltitudeDelta,currentAltitude,requiredThrustChange
7.124,123191000.0,130903718331400,130903749911000,31579600,124,124,721,7,427929.23707984854,30628.52738619129,3190657.7800509157,531776.2966751567,4153434.0767260874,81969112.5013774,19.7352626735294,19.7352626735294,1161.5777427249425,1161.5777427249425,54319.970206969876,33.46176871575245
7.125,123191000.0,130921828298200,130921844039400,15741200,125,125,836,7,593709.4174213494,30628.52738619129,3190657.7800509157,531776.2966751567,4153434.0767260874,81852102.28989573,19.707090753782957,19.707090753782957,1162.4728725132009,1162.4728725132009,52566.68986945587,33.556751475435924
7.126,123191000.0,130904061142400,130904091754400,30612000,126,126,723,7,343847.87865306094,30628.52738619129,3138151.733103159,523025.28885053063,4092177.0219537048,82662968.85125399,20.200242660027616,20.200242660027616,1201.7445705995156,1201.7445705995156,56703.25910550888,32.89853248106275
7.128,123191000.0,130904250353400,130904264218300,13864900,128,128,725,7,307787.9964310744,30628.52738619129,3111898.7096292805,518649.7849382176,4061548.4945675135,83003361.38963963,20.436383192435105,20.436383192435105,1222.1809537919507,1222.1809537919507,57925.44005930083,32.62221965107871
7.129,123191000.0,130904388721900,130904403756600,15034700,129,129,726,7,275258.9043056943,30628.52738619129,3085645.686155402,514274.2810259046,4030919.967181322,83339887.12552015,20.675153018182286,20.675153018182286,1242.856106810133,1242.856106810133,59168.296166110966,32.349045688792074
7.130,123191000.0,130904669916400,130904673449400,3533000,130,130,727,7,245948.7414310239,30628.52738619129,3033139.6392076453,505523.2732012785,3969662.9124089396,84002658.08783728,21.16115648642351,21.16115648642351,1284.9339598249448,1284.9339598249448,61717.00292927443,31.81104294320423
7.131,123191000.0,130904825445700,130904857317900,31872200,131,131,728,7,219568.71797649332,30628.52738619129,3006886.615733767,501147.7692889655,3939034.3850227483,84329503.96495034,21.4086742389438,21.4086742389438,1306.3426340638887,1306.3426340638887,63023.34556333832,31.545726583151094
7.132,123191000.0,130904982904800,130905041837900,58933100,132,132,729,7,195851.99377349633,30628.52738619129,2980633.5922598885,496772.2653766525,3908405.857636557,84653686.54281189,21.65938994728726,21.65938994728726,1328.002024011176,1328.002024011176,64351.3475873495,31.282572149903903
7.133,123191000.0,130905172206400,130905188180200,15973800,133,133,730,7,174552.53177467233,30628.52738619129,2954380.56878601,492396.76146433945,3877777.3302503657,84975451.85846925,21.913442836332965,21.913442836332965,1349.915466847509,1349.915466847509,65701.263054197,31.021379923477163
7.134,123191000.0,130905341678500,130905373428300,31749800,134,134,731,7,155443.9402800889,30628.52738619129,2928127.5453121318,488021.2575520264,3847148.8028641744,85295026.30362235,22.170971458166843,22.170971458166843,1372.0864383056758,1372.0864383056758,67073.34949250268,30.761966130949215
7.135,123191000.0,130905513081500,130905542873100,29791600,135,135,732,7,138318.3162225907,30628.52738619129,2901874.5218382534,483645.7536397134,3816520.275477983,85612617.7813384,22.432113968165996,22.432113968165996,1394.5185522738418,1394.5185522738418,68467.86804477652,30.50416200750185
7.136,123191000.0,130905667615400,130905683425100,15809700,136,136,733,7,122985.10017884574,30628.52738619129,2875621.498364375,479270.24972740037,3785891.7480917918,85928416.85104068,22.69700841138717,22.69700841138717,1417.2155606852289,1417.2155606852289,69885.08360546175,30.247812866978368
7.137,123191000.0,130905827096500,130905858826400,31729900,137,137,734,7,109269.95221005728,30628.52738619129,2849368.4748904966,474894.74581508734,3755263.2207056005,86242597.852668,22.96579301742351,22.96579301742351,1440.1813537026524,1440.1813537026524,71325.2649591644,29.99277718934987
7.138,123191000.0,130905966628100,130905982514800,15886700,138,138,735,7,97013.65615768092,30628.52738619129,2823115.451416618,470519.2419027743,3724634.693319409,86555320.0023789,23.2386065021696,23.2386065021696,1463.419960204822,1463.419960204822,72788.68491936922,29.738925731279966
7.139,123191000.0,130906092205000,130906137991200,45786200,139,139,736,7,86071.0586399265,30628.52738619129,2796862.42794274,466143.7379904613,3694006.165933218,86866728.45355521,23.51558837520512,23.51558837520512,1486.9355485800272,1486.9355485800272,74275.62046794925,29.48614066485765
7.140,123191000.0,130906249632900,130906280524000,30891100,140,140,737,7,76310.04772456021,30628.52738619129,2770609.4044688614,461768.23407814826,3663377.6385470266,87176955.3181291,23.796879251767596,23.796879251767596,1510.732427831795,1510.732427831795,75786.35289578105,29.23431474853755
7.141,123191000.0,130906405171000,130906435946800,30775800,141,141,738,7,67610.57509852856,30628.52738619129,2744356.380994983,457392.73016583524,3632749.1111608353,87486120.64441366,24.08262116853363,24.08262116853363,1534.8150490003286,1534.8150490003286,77321.16794478138,28.98335053338826
7.142,123191000.0,130906528743500,130906607322300,78578800,142,142,739,7,59863.72451756402,30628.52738619129,2718103.3575211046,453017.2262535222,3602120.583774644,87794333.34865318,24.37295790266242,24.37295790266242,1559.188006902991,1559.188006902991,78880.35595168437,28.733159606908636
7.143,123191000.0,130906717108600,130906749911500,32802900,143,143,740,7,52970.82839861439,30628.52738619129,2691850.3340472262,448641.7223412092,3571492.0563884526,88101692.09843066,24.66803529377591,24.66803529377591,1583.8560421967668,1583.8560421967668,80464.21199388114,28.48366187592384
7.144,123191000.0,130906892505100,130906939318000,46812900,144,144,741,7,46842.63361167163,30628.52738619129,2665597.310573348,444266.21842889616,3540863.5290022613,88408286.14687613,24.968001568755085,24.968001568755085,1608.8240437655218,1608.8240437655218,82073.03603764666,28.23478488941877
7.145,123191000.0,130907031077000,130907172550900,141473900,145,145,742,7,41398.516830523266,30628.52738619129,2639344.2870994695,439890.71451658313,3510235.00161607,88714196.11731583,25.273007669421812,25.273007669421812,1634.0970514349435,1634.0970514349435,83707.1330890816,27.98646320160091
7.146,123191000.0,130907219444300,130907265193500,45749200,146,146,743,7,36565.74920789637,30628.52738619129,2613091.263625591,435515.2106042701,3479606.4742298787,89019494.73859699,25.58320758335155,25.58320758335155,1659.6802590182951,1659.6802590182951,85366.8133480999,27.73863777500224
7.147,123191000.0,130907407852800,130907422898600,15045800,147,147,744,7,32278.809642202294,30628.52738619129,2586838.2401517127,431139.7066919571,3448977.9468436874,89324247.53182122,25.898758678224024,25.898758678224024,1685.5790176965193,1685.5790176965193,87052.39236579642,27.49125542302504
7.148,123191000.0,130907593105200,130907609055100,15949900,148,148,745,7,28478.745492833794,30628.52738619129,2560585.2166778343,426764.20277964405,3418349.419457496,89628513.44962913,26.219822040268042,26.219822040268042,1711.7988397367874,1711.7988397367874,88764.1912055332,27.24426829100411
7.149,123191000.0,130907780533600,130907812315400,31781800,149,149,746,7,25112.579270575843,30628.52738619129,2534332.193203956,422388.698867331,3387720.892071305,89932345.46950993,26.546562817494657,26.546562817494657,1738.3454025542821,1738.3454025542821,90502.5366080875,26.99763337458911
7.150,123191000.0,130907919131900,130907950000000,30868100,150,150,747,7,22132.759570981005,30628.52738619129,2508079.1697300775,418013.194955018,3357092.3646851135,90235791.14286804,26.87915056854026,26.87915056854026,1765.2245531228225,1765.2245531228225,92267.76116121032,26.75131207404109
7.151,123191000.0,130908106481500,130908138267400,31785900,151,151,748,7,19496.65432346373,30628.52738619129,2481826.146256199,413637.691042705,3326463.8372989222,90538893.10177411,27.21775961806078,27.21775961806078,1792.4423127408834,1792.4423127408834,94060.2034739512,26.50526978287853
7.153,123191000.0,130908310975000,130908357423900,46448900,153,153,750,7,15106.894653097695,30628.52738619129,2455573.1227823207,409262.18713039195,3295835.309912731,90841689.52546653,27.56256941972986,27.56256941972986,1820.0048821606133,1820.0048821606133,95880.20835611182,26.259475509195855
7.154,123191000.0,130908437667100,130908467421900,29754800,154,154,751,7,13288.562495082773,30628.52738619129,2429320.0993084423,404886.6832180789,3265206.7825265396,91144214.56876154,27.913764928001378,27.913764928001378,1847.9186470886148,1847.9186470886148,97728.12700320044,26.013901527902572
7.155,123191000.0,130908593082800,130908607887600,14804800,155,155,752,7,11683.837932938377,30628.52738619129,2403067.075834564,400511.1793057659,3234578.2551403483,91446498.7545781,28.27153697989917,28.27153697989917,1876.1901840685139,1876.1901840685139,99604.31718726896,25.768523062092118
7.156,123191000.0,130908779557500,130908780229900,672400,156,156,753,7,10268.416717287668,30628.52738619129,2350561.028886807,391760.17148113984,3173321.2003679657,91748569.33279878,28.636082688198396,28.636082688198396,1904.8262667567124,1904.8262667567124,101509.14345402567,25.523317991737404
7.157,123191000.0,130908933991400,130908963680500,29689100,157,157,754,7,9020.64211950539,30628.52738619129,2324308.0054129288,387384.6675688268,3142692.6729817744,92050450.60767296,29.007605847463267,29.007605847463267,1933.8338726041757,1933.8338726041757,103442.97732662984,25.27826658792204
7.158,123191000.0,130909072699000,130909136128900,63429900,158,158,755,7,7921.234000861626,30628.52738619129,2298054.9819390504,383009.1636565138,3112064.145595583,92352164.23592928,29.386317354507945,29.386317354507945,1963.2201899586837,1963.2201899586837,105406.19751658852,25.033351270848293
7.159,123191000.0,130909230166900,130909261666000,31499100,159,159,756,7,6953.04302747029,30628.52738619129,2271801.958465172,378633.65974420076,3081435.618209392,92653729.49770647,29.77243564495182,29.77243564495182,1992.9926256036356,1992.9926256036356,107399.19014219216,24.788556389909594
7.160,123191000.0,130909437169500,130909453134500,15965000,160,160,757,7,6100.828079879797,30628.52738619129,2245548.9349912936,374258.15583188774,3050807.0908232005,93256481.61094452,30.567806758893134,30.567806758893134,2053.7266195101784,2053.7266195101784,111476.07557445363,24.299273801702622
7.161,123191000.0,130909624632200,130909656350400,31718200,161,161,758,7,5351.054999037156,30628.52738619129,2219295.911517415,369882.6519195747,3020178.563437009,93557697.2376839,30.977538338400038,30.977538338400038,2084.7041578485782,2084.7041578485782,113560.77973230221,24.054762736170737
7.162,123191000.0,130909766071200,130909782079100,16007900,162,162,759,7,4691.714908789815,30628.52738619129,2193042.888043537,365507.1480072617,2989550.036050818,93858822.43143268,31.395635229246658,31.395635229246658,2116.099793077825,2116.099793077825,115676.87952538003,23.810325079402975
7.163,123191000.0,130909937531300,130909952379600,14848300,163,163,760,7,4112.160456758428,30628.52738619129,2166789.8645696584,361131.64409494866,2958921.5086646266,94159867.83954325,31.8223608040343,31.8223608040343,2147.9221538818592,2147.9221538818592,117824.80167926189,23.56595218843645
7.164,123191000.0,130910078165800,130910078571000,405200,164,164,761,7,3602.9584183982,30628.52738619129,2140536.84109578,356756.14018263563,2928292.9812784353,94460842.89524016,32.25798903974438,32.25798903974438,2180.1801429216034,2180.1801429216034,120004.98182218349,23.321636405873676
7.165,123191000.0,130910215614200,130910278274900,62660700,165,165,762,7,3155.7572117794552,30628.52738619129,2114283.8176219016,352380.6362703226,2897664.453892244,94761755.95010531,32.70280512390522,32.70280512390522,2212.882948045509,2212.882948045509,122217.86477022899,23.077370952337986
7.166,123191000.0,130910358241200,130910358704900,463700,166,166,763,7,2763.1679717716765,30628.52738619129,2088030.7941480235,348005.1323580096,2867035.9265060527,95062614.39300385,33.15710609488352,33.15710609488352,2246.0400541403924,2246.0400541403924,124463.90482436938,22.83314982993575
7.167,123191000.0,130910498712700,130910530451000,31738300,167,167,764,7,2418.6579308866617,30628.52738619129,2061777.7706741453,343629.62844569655,2836407.3991198614,95363424.75670327,33.621201519321446,33.621201519321446,2279.661255659714,2279.661255659714,126743.5660800291,22.588967735708557
7.168,123191000.0,130910653211600,130910669863900,16652300,168,168,765,7,2116.4549492313804,30628.52738619129,2035524.7472002672,339254.1245333835,2805778.87173367,95664192.81334347,34.095414209970606,34.095414209970606,2313.756669869684,2313.756669869684,129057.32274989878,22.344819984135636
7.169,123191000.0,130910812715300,130910844438800,31723500,169,169,766,7,1851.462127242915,30628.52738619129,2009271.723726389,334878.6206210705,2775150.344347479,95964923.65982398,34.580080987427806,34.580080987427806,2348.336750857112,2348.336750857112,131405.6595007559,22.100702437820956
7.170,123191000.0,130910968145900,130910969747700,1601800,170,170,767,7,1619.1815217006588,30628.52738619129,1983018.7002525108,330503.1167087575,2744521.8169612875,96265621.79408807,35.07555348955928,35.07555348955928,2383.412304346671,2383.412304346671,133789.07180510258,21.856611445569833
7.171,123191000.0,130911107599100,130911154405800,46806700,171,171,768,7,1415.6460676512702,30628.52738619129,1956765.6767786327,326127.61279644445,2713893.289575096,96566291.18320066,35.582199032711294,35.582199032711294,2418.9945033793824,2418.9945033793824,136208.06630848197,21.612543787126775
7.172,123191000.0,130911310205500,130911325864100,15658600,172,172,769,7,1081.2392303140457,30628.52738619129,1930512.6533047545,321752.1088841314,2683264.762188905,96866935.32404065,36.100401529150744,36.100401529150744,2455.094904908533,2455.094904908533,138663.1612133905,21.368496623908687
7.173,123191000.0,130911499089400,130911530621500,31532100,173,173,770,7,944.574388946946,30628.52738619129,1904259.6298308764,317376.6049718184,2652636.2348027136,97167557.29735506,36.6305624655624,36.6305624655624,2491.7254673740954,2491.7254673740954,141154.88668076458,21.124467455126545
7.174,123191000.0,130911684406700,130911715021300,30614600,174,174,771,7,824.976931123648,30628.52738619129,1878006.6063569982,313001.10105950537,2622007.7074165223,97468159.81585497,37.173101947854626,37.173101947854626,2528.89856932195,2528.89856932195,143683.78525008654,20.880454078743604
7.175,123191000.0,130911872864200,130911904385800,31521600,175,175,772,7,720.3467313048767,30628.52738619129,1851753.58288312,308625.59714719234,2591379.180030331,97768745.26697132,37.72845981799814,37.72845981799814,2566.6270291399483,2566.6270291399483,146250.4122792265,20.6364545567685
7.177,123191000.0,130912014772200,130912028548900,13776700,177,177,774,7,628.8372694867537,30628.52738619129,1825500.559409242,304250.0932348793,2560750.6526441397,98069315.75082968,38.297096849147266,38.297096849147266,2604.9241259890955,2604.9241259890955,148855.33640521558,20.392467184429314
7.178,123191000.0,130912227235900,130912242833400,15597500,178,178,775,7,548.825749335951,30628.52738619129,1772994.5124614856,295499.08541025326,2499493.597871757,98369873.11395004,38.87949602587707,38.87949602587707,2643.8036220149725,2643.8036220149725,151499.14002723055,20.148490462817865
7.179,123191000.0,130912417246000,130912432833600,15587600,179,179,776,7,478.88662254441704,30628.52738619129,1746741.4889876074,291123.58149794023,2468865.070485566,98670418.97912872,39.476163917020465,39.476163917020465,2683.279785931993,2683.279785931993,154182.41981316253,19.904523074633115
7.180,123191000.0,130912572734800,130912604168300,31433500,180,180,777,7,417.76814882381484,30628.52738619129,1720488.4655137293,286748.0775856272,2438236.5430993745,98970954.77191405,40.08763214931339,40.08763214931339,2723.3674180813064,2723.3674180813064,156905.78723124383,19.660563862689607
7.181,123191000.0,130912795850600,130912811630600,15780000,181,181,778,7,364.37165854545754,30628.52738619129,1694235.442039851,282372.5736733142,2407608.015713183,99271481.74404632,40.71445899086434,40.71445899086434,2764.0818770721708,2764.0818770721708,159669.869108316,19.41661181089015
7.182,123191000.0,130912950332500,130913029809300,79476800,182,182,779,7,317.7332192301159,30628.52738619129,1667982.418565973,277997.06976100116,2376979.488326992,99572000.99419512,41.357231054366565,41.357231054366565,2805.439108126537,2805.439108126537,162475.30821644253,19.172666027392328
7.183,123191000.0,130913092942800,130913124516100,31573300,183,183,780,7,277.00743814096137,30628.52738619129,1641729.3950920948,273621.56584868813,2346350.9609408006,99872513.48629297,42.01656513097933,42.01656513097933,2847.4556732575165,2847.4556732575165,165322.76388970006,18.92872572972622
7.184,123191000.0,130913234371500,130913244605800,10234300,184,184,781,7,241.45316136459772,30628.52738619129,1615476.3716182166,269246.0619363751,2315722.4335546093,100173020.06573261,42.69311016693211,42.69311016693211,2890.1487834244485,2890.1487834244485,168212.91267312452,18.684790231646296
7.185,123191000.0,130913452548300,130913484689800,32141500,185,185,782,7,210.42085520448256,30628.52738619129,1589223.3481443385,264870.5580240621,2285093.906168418,100774018.35963261,44.10060264376955,44.10060264376955,2977.636935464387,2977.636935464387,174124.08594140955,18.196931302097873
7.186,123191000.0,130913578000300,130913687531600,109531300,186,186,783,7,183.34147867402254,30628.52738619129,1562970.3246704603,260495.05411174902,2254465.3787822267,101074511.29266769,44.833028816465635,44.833028816465635,3022.4699642808528,3022.4699642808528,177146.5559056904,17.953006881454257
7.187,123191000.0,130913734491000,130913749999900,15508900,187,187,784,7,159.71667656870355,30628.52738619129,1536717.3011965821,256119.55019943597,2223836.8513960354,101375000.77112833,45.585628598379046,45.585628598379046,3068.055592879232,3068.055592879232,180214.61149856963,17.70908526505319
7.188,123191000.0,130913889067000,130913919982100,30915100,188,188,785,7,139.11014121215885,30628.52738619129,1510464.277722704,251744.0462871229,2193208.324009844,101675487.23132221,46.359247372100455,46.359247372100455,3114.4148402513324,3114.4148402513324,183329.02633882096,17.46516609872295
7.189,123191000.0,130914046480100,130914077321500,30841400,189,189,786,7,121.14000769274517,30628.52738619129,1484211.2542488258,247368.54237480985,2162579.796623653,101975971.05511428,47.15477838751901,47.15477838751901,3161.5696186388514,3161.5696186388514,186490.5959574598,17.221249072485584
7.190,123191000.0,130914185991600,130914217794300,31802700,190,190,787,7,105.47216240578912,30628.52738619129,1457958.2307749477,242993.0384624968,2131951.2692374615,102276452.57661809,47.97316620337175,47.97316620337175,3209.542784842223,3209.542784842223,189700.13874230202,16.97733391512522
7.191,123191000.0,130914343510400,130914359454300,15943900,191,191,788,7,91.81435815117028,30628.52738619129,1431705.2073010695,238617.53455018374,2101322.74185127,102576932.0880809,48.815410429390006,48.815410429390006,3258.358195271613,3258.358195271613,192958.49693757363,16.733420389410835
7.192,123191000.0,130914483050700,130914514766500,31715800,192,192,789,7,79.91104105362272,30628.52738619129,1405452.1838271914,234242.0306378707,2070694.214465079,102877409.84505652,49.682569800212036,49.682569800212036,3308.0407650718253,3308.0407650718253,196266.53770264544,16.489508287897234
7.193,123191000.0,130914641472700,130914656443400,14970700,193,193,790,7,69.53880531004725,30628.52738619129,1379199.1603533132,229866.52672555763,2040065.6870788876,103177886.0709508,50.575766615970245,50.575766615970245,3358.6165316877955,3358.6165316877955,199625.15423433323,16.245597429235247
7.194,123191000.0,130914796057500,130914875119600,79062100,194,194,791,7,60.502401349364675,30628.52738619129,1352946.136879435,225491.02281324458,2009437.1596926963,103478360.96101329,51.49619158871246,51.49619158871246,3410.112723276508,3410.112723276508,203035.26695760974,16.001687654931537
7.195,123191000.0,130914969068400,130915014725500,45657100,195,195,792,7,52.63123153070085,30628.52738619129,1326693.113405557,221115.51890093152,1978808.632306505,103778834.68584165,52.44510913866226,52.44510913866226,3462.55783241517,3462.55783241517,206497.8247900249,15.757778826503843
7.196,123191000.0,130915153386300,130915198117000,44730700,196,196,793,7,45.77627510986943,30628.52738619129,1300440.0899316787,216740.01498861847,1948180.1049203137,104079307.39445661,53.42386318985316,53.42386318985316,3515.9816956050236,3515.9816956050236,210013.80648562993,15.51387082298495
7.197,123191000.0,130915341714900,130915405379900,63665000,197,197,794,7,39.80739096785614,30628.52738619129,1274187.0664578006,212364.5110763054,1917551.5775341224,104379779.21699928,54.433883520998464,54.433883520998464,3570.415579126022,3570.415579126022,213584.22206475594,15.269963538733123
7.198,123191000.0,130915485273900,130915500155400,14881500,198,198,795,7,34.61095260527222,30628.52738619129,1247934.0429839224,207989.00716399236,1886923.050147931,104680250.26709619,55.47669273470874,55.47669273470874,3625.8922718607305,3625.8922718607305,217210.11433661668,15.026056881512293
7.199,123191000.0,130915608861900,130915624759100,15897200,199,199,796,7,30.0877752424737,30628.52738619129,1221681.0195100443,203613.5032516793,1856294.5227617398,104980720.64393209,56.55391391649688,56.55391391649688,3682.4461857772276,3682.4461857772276,220892.5605223939,14.782150770809483
7.200,123191000.0,130915796275500,130915812177100,15901600,200,200,797,7,26.151299597691196,30628.52738619129,1195427.996036166,199237.99933936624,1825665.9953755485,105281190.43406627,57.66727906459659,57.66727906459659,3740.113464841824,3740.113464841824,224632.67398723573,14.538245136360395
7.201,123191000.0,130915983645600,130916014439700,30794100,201,201,798,7,22.7260011096501,30628.52738619129,1169174.972562288,194862.4954270532,1795037.4679893572,105581659.71302329,58.81863838267764,58.81863838267764,3798.932103224502,3798.932103224502,228431.60609046023,14.294339916858139
7.202,123191000.0,130916171977500,130916187923600,15946100,202,202,799,7,19.74599708501452,30628.52738619129,1142921.9490884098,190486.99151474013,1764408.940603166,105882128.54668586,60.009970540327174,60.009970540327174,3858.9420737648293,3858.9420737648293,232290.54816422507,14.050435058822593
7.203,123191000.0,130916328418800,130916344402000,15983200,203,203,800,7,17.153827536980476,30628.52738619129,1116668.9256145316,186111.48760242708,1733780.4132169746,106182596.99251394,61.243394020985335,61.243394020985335,3920.1854677858146,3920.1854677858146,236210.73363201087,13.806530515610767
7.204,123191000.0,130916498719100,130916529528200,30809100,204,204,801,7,14.899388386584102,30628.52738619129,1090415.9021406535,181735.98369011402,1703151.8858307833,106483065.10061163,62.52117969424088,62.52117969424088,3982.7066474800554,3982.7066474800554,240193.44027949093,13.562626246550781
7.205,123191000.0,130916655218300,130916686228800,31010500,205,205,802,7,12.938998265053574,30628.52738619129,1064162.8786667753,177360.47977780097,1672523.358444592,106783532.91466029,63.845764769447825,63.845764769447825,4046.552412249503,4046.552412249503,244239.99269174042,13.318722216184389
7.206,123191000.0,130916906148200,130916921921000,15772800,206,206,803,7,9.75295924120164,30628.52738619129,1037909.855192897,172984.9758654879,1641894.8310584007,107084000.47273466,65.21976831104706,65.21976831104706,4111.77218056055,4111.77218056055,248351.76487230096,13.074818393604515
7.207,123191000.0,130917030798700,130917062427700,31629000,207,207,804,7,8.465216637414091,30628.52738619129,1011656.8317190188,168609.47195317486,1611266.3036722094,107384467.80801639,66.64600852340689,66.64600852340689,4178.418189083956,4178.418189083956,252530.18306138492,12.830914751876037
7.208,123191000.0,130917220266900,130917251810700,31543800,208,208,805,7,7.3461671438473415,30628.52738619129,985403.8082451405,164233.9680408618,1580637.776286018,107684934.94941753,68.12752204521007,68.12752204521007,4246.545711129166,4246.545711129166,256776.7287725141,12.587011267529665
7.210,123191000.0,130917408409800,130917422262600,13852800,210,210,807,7,6.373871889886991,30628.52738619129,959150.7847712622,159858.46412854875,1550009.2488998268,107985401.92212555,69.66758553135858,69.66758553135858,4316.213296660525,4316.213296660525,261092.9420691746,12.34310792011953
7.211,123191000.0,130917578548300,130917609539200,30990900,211,211,808,7,5.529224855601311,30628.52738619129,932897.7612973839,155482.9602162357,1519380.7215136355,108285868.74807934,71.2697398451936,71.2697398451936,4387.483036505719,4387.483036505719,265480.4251056803,12.099204691836785
7.212,123191000.0,130917722276400,130917737095500,14819100,212,212,809,7,4.795589857750372,30628.52738619129,906644.7378235057,151107.45630392263,1488752.1941274442,108586335.44638492,72.9378172369561,72.9378172369561,4460.420853742675,4460.420853742675,269940.845959423,11.855301567172178
7.213,123191000.0,130917875681500,130917922431900,46750400,213,213,810,7,4.158483651132226,30628.52738619129,880391.7143496274,146731.95239160958,1458123.6667412529,108886802.03367844,74.67597194758422,74.67597194758422,4535.096825690259,4535.096825690259,274475.94278511324,11.611398532621344
7.214,123191000.0,130918064187800,130918138667500,74479700,214,214,811,7,3.605299348148249,30628.52738619129,854138.6908757491,142356.44847929652,1427495.1393550616,109187268.5244432,76.48871475231341,76.48871475231341,4611.585540442572,4611.585540442572,279087.5283255558,11.367495576427503
7.215,123191000.0,130918312457700,130918328259900,15802200,215,215,812,7,3.1250650786822187,30628.52738619129,801632.6439279926,133605.4406546704,1366238.084582679,109487734.93128602,78.38095204878876,78.38095204878876,4689.96649249136,4689.96649249136,283777.49481804715,11.123592688357085
7.216,123191000.0,130918497677400,130918530213500,32536100,216,216,813,7,2.708233443881565,30628.52738619129,775379.6204541143,129229.93674235737,1335609.5571964877,110088667.53566901,82.42578599598427,82.42578599598427,4852.750308690195,4852.750308690195,293400.56964943156,10.635787082117188
7.217,123191000.0,130918689047400,130918719748100,30700700,217,217,814,7,2.3464978716666183,30628.52738619129,749126.596980236,124854.43283004433,1304981.0298102964,110389133.75106311,84.59060417691302,84.59060417691302,4937.340912867108,4937.340912867108,298337.91056229867,10.391884349454823
7.218,123191000.0,130918873331200,130918921029600,47698400,218,218,815,7,2.032632468018373,30628.52738619129,722873.5735063577,120478.92891773129,1274352.502424105,110689599.91858706,86.85948331252973,86.85948331252973,5024.200396179638,5024.200396179638,303362.1109584783,10.147981655650932
7.219,123191000.0,130919030803100,130919046666500,15863400,219,219,816,7,1.7603523844843174,30628.52738619129,696620.5500324795,116103.42500541825,1243723.9750379138,110990066.04452568,89.24011136887688,89.24011136887688,5113.440507548515,5113.440507548515,308475.5514660268,9.904078995603832
7.220,123191000.0,130919217701500,130919233686200,15984700,220,220,817,7,1.5241920961129496,30628.52738619129,670367.5265586012,111727.92109310521,1213095.4476517225,111290532.1343445,91.74095274182895,91.74095274182895,5205.181460290343,5205.181460290343,313680.73292631714,9.660176364876895
7.221,123191000.0,130919372246000,130919402976300,30730300,221,221,818,7,1.3193993115532083,30628.52738619129,644114.5030847229,107352.41718079217,1182466.9202655312,111590998.19279583,94.37134881349348,94.37134881349348,5299.552809103837,5299.552809103837,318980.285735421,9.41627375961245
7.222,123191000.0,130919545592800,130919561523200,15930400,222,222,819,7,1.141842523953551,30628.52738619129,617861.4796108446,102976.91326847913,1151838.3928793399,111891464.22401114,97.14163455196814,97.14163455196814,5396.694443655805,5396.694443655805,324376.9801790768,9.172371176456773
7.223,123191000.0,130919687128900,130919718117000,30988100,223,223,820,7,0.9879304625211967,30628.52738619129,591608.4561369664,98601.40935616608,1121209.8654931486,112191930.23158175,100.06327422229351,100.06327422229351,5496.757717878098,5496.757717878098,329873.7378969549,8.928468612494624
7.224,123191000.0,130919828731800,130919860570700,31838900,224,224,821,7,0.8545419245172113,30628.52738619129,565355.4326630881,94225.90544385304,1090581.3381069573,112492396.21862882,103.14901996571326,103.14901996571326,5599.906737843812,5599.906737843812,335473.6446347987,8.684566065192406
7.225,123191000.0,130919956296900,130919972135400,15838500,225,225,822,7,0.7389646599092909,30628.52738619129,539102.4091892098,89850.40153154,1059952.810720766,112792862.18786462,106.41309787288141,106.41309787288141,5706.319835716694,5706.319835716694,341179.9644705154,8.440663532348454
7.226,123191000.0,130920098819100,130920143527000,44707900,226,226,823,7,0.6388421492610268,30628.52738619129,512849.38571533153,85474.89761922696,1029324.2833345747,113093328.14164567,109.871427277778,109.871427277778,5816.191262994472,5816.191262994472,346996.15573350986,8.19676101204985
7.227,123191000.0,130920266228100,130920296048900,29820800,227,227,824,7,0.5521272626760103,30628.52738619129,486596.36224145326,81099.39370691392,998695.7559483834,113393794.0820191,113.54188040414559,113.54188040414559,5929.733143398617,5929.733143398617,352925.88887690846,7.9528585026348475
7.228,123191000.0,130920421788200,130920467551600,45763400,228,228,825,7,0.47704191635021725,30628.52738619129,460343.338767575,76723.88979460088,968067.2285621921,113694260.01076297,117.44459130139725,117.44459130139725,6047.177734700014,6047.177734700014,358973.0666116085,7.708956002660117
7.229,123191000.0,130920563208100,130920595052700,31844600,229,229,826,7,0.4120419558112734,30628.52738619129,434090.3152936967,72348.38588228784,937438.7011760008,113994725.92942147,121.60232534289126,121.60232534289126,6168.7800600429055,6168.7800600429055,365141.8466716514,7.465053510872166
7.231,123191000.0,130920750731600,130920764622300,13890700,231,231,828,7,0.3071118122907978,30628.52738619129,407837.29181981843,67972.8819699748,906810.1737898095,114295191.83933538,126.04092360550422,126.04092360550422,6294.820983648409,6294.820983648409,371436.6676552998,7.221151026182609
7.232,123191000.0,130920906947600,130920921992400,15044800,232,232,829,7,0.2650072284559755,30628.52738619129,381584.26834594016,63597.37805766176,876181.6464036182,114595657.74166869,130.78984045379048,130.78984045379048,6425.610824102199,6425.610824102199,377862.278479402,6.977248547646592
